company_id,industry
32469,hospitals and health care
7801411,software development
1339,armed forces
238664,manufacturing
24200,retail
7962292,renewable energy semiconductor manufacturing
2444543,hospitals and health care
604967,hospitals and health care
11175823,armed forces
20463274,it services and it consulting
162238,facilities services
5902134,staffing and recruiting
3254263,financial services
1358653,hospitals and health care
15388,it services and it consulting
27157459,construction
220336,hospitality
9069775,hospitality
3706049,staffing and recruiting
394497,biotechnology research
74063,it services and it consulting
2254693,food and beverage services
10619365,construction
99203,consumer services
929276,law practice
164356,information services
80908848,staffing and recruiting
29497,design services
1457175,staffing and recruiting
2247,industrial machinery manufacturing
162655,higher education
261749,it services and it consulting
38923,manufacturing
1313100,it services and it consulting
96323086,advertising services
2180684,construction
17023,retail
86166,it services and it consulting
1294698,government administration
142672,it services and it consulting
75041012,it services and it consulting
2334403,retail apparel and fashion
47040,staffing and recruiting
12951519,staffing and recruiting
56311,financial services
44113,retail
48835,biotechnology research
383369,staffing and recruiting
74942623,motor vehicle manufacturing
294502,staffing and recruiting
21503,retail
89695645,staffing and recruiting
68312323,financial services
96090219,non-profit organizations
8463119,hospitals and health care
2545750,hospitals and health care
13329,medical equipment manufacturing
15668,higher education
3980,e-learning providers
215561,staffing and recruiting
15203,civil engineering
74604,staffing and recruiting
1253709,performing arts
11261,civic and social organizations
6628798,food and beverage services
3815936,financial services
10143362,hospitality
8667,financial services
4473754,hospitals and health care
94967,staffing and recruiting
163787,wholesale
1139444,non-profit organizations
471174,hospitals and health care
19107,hospitals and health care
384331,non-profit organizations
581589,it services and it consulting
2455262,staffing and recruiting
47905,chemical manufacturing
6382861,staffing and recruiting
33300597,textile manufacturing
5379,defense and space manufacturing
86424393,business consulting and services
659472,construction
1230481,computers and electronics manufacturing
18037479,financial services
2472741,hospitals and health care
71729099,staffing and recruiting
6369,it services and it consulting
2689946,it services and it consulting
10974065,staffing and recruiting
750072,staffing and recruiting
65470987,wellness and fitness services
8790,advertising services
14440285,retail
15228,it services and it consulting
447979,spectator sports
3863363,restaurants
18742807,information services
413796,staffing and recruiting
10378892,"appliances, electrical, and electronics manufacturing"
441353,it services and it consulting
28052,food and beverage manufacturing
3161829,hospitals and health care
16208010,law practice
58256,hospitality
3690240,plastics manufacturing
2671560,business consulting and services
795709,staffing and recruiting
164894,advertising services
18817509,primary and secondary education
11777511,food and beverage services
1086737,it services and it consulting
8149299,construction
165299,medical equipment manufacturing
3184635,staffing and recruiting
2188200,hospitals and health care
33296963,staffing and recruiting
311631,wholesale
15479786,defense and space manufacturing
2425438,it services and it consulting
28148044,it services and it consulting
385236,staffing and recruiting
10688698,staffing and recruiting
14409321,it services and it consulting
154417,wholesale building materials
36074330,retail
71721166,staffing and recruiting
8098422,software development
81644223,software development
15313,telecommunications
95716689,paper and forest product manufacturing
166212,hospitals and health care
2397917,security and investigations
115924,outsourcing and offshoring consulting
